return,params,run_time
-0.0011216240796217505,"{'bagging_temperature': 1.9908001251658178, 'depth': 4.0, 'eval_metric': 'Accuracy', 'iterations': 300.0, 'l2_leaf_reg': 23.52397017534035, 'learning_rate': 0.010093838653454116, 'loss_function': 'Logloss', 'random_strength': 0.17955111145093905, 'rsm': 0.8500000000000001, 'use_best_model': True, 'nan_mode': 'Forbidden', 'early_stopping_rounds': 200}",14.431661622948013
-0.012430194015904904,"{'bagging_temperature': 0.8109023010971412, 'depth': 5.0, 'eval_metric': 'Accuracy', 'iterations': 1250.0, 'l2_leaf_reg': 26.431656431451803, 'learning_rate': 0.5630250912707236, 'loss_function': 'Logloss', 'random_strength': 0.46909052657067063, 'rsm': 0.8500000000000001, 'use_best_model': True, 'nan_mode': 'Forbidden', 'early_stopping_rounds': 200}",16.432782916002907
0.0018992311083753555,"{'bagging_temperature': 1.4504544429636637, 'depth': 3.0, 'eval_metric': 'Logloss', 'iterations': 1600.0, 'l2_leaf_reg': 66.98595172798285, 'learning_rate': 0.4665562094630901, 'loss_function': 'Logloss', 'random_strength': 0.9168002688188854, 'rsm': 0.4, 'use_best_model': True, 'nan_mode': 'Forbidden', 'early_stopping_rounds': 200}",16.04051557800267
-0.025434843027542044,"{'bagging_temperature': 0.4532081844383929, 'depth': 3.0, 'eval_metric': 'Accuracy', 'iterations': 1300.0, 'l2_leaf_reg': 15.614292576547422, 'learning_rate': 0.27268080284095386, 'loss_function': 'Logloss', 'random_strength': 2.7455694266298205, 'rsm': 0.8, 'use_best_model': True, 'nan_mode': 'Forbidden', 'early_stopping_rounds': 200}",19.133549769991077
-0.002092588921101125,"{'bagging_temperature': 0.27820229966136245, 'depth': 7.0, 'eval_metric': 'Logloss', 'iterations': 550.0, 'l2_leaf_reg': 16.922410711956427, 'learning_rate': 0.810529498032668, 'loss_function': 'Logloss', 'random_strength': 6.171080777626809, 'rsm': 0.2, 'use_best_model': True, 'nan_mode': 'Forbidden', 'early_stopping_rounds': 200}",15.249078965047374
-0.015105559923634932,"{'bagging_temperature': 5.1534327694098145, 'depth': 7.0, 'eval_metric': 'Accuracy', 'iterations': 850.0, 'l2_leaf_reg': 17.920184827469306, 'learning_rate': 0.7369020088542132, 'loss_function': 'Logloss', 'random_strength': 6.323996179339873, 'rsm': 0.65, 'use_best_model': True, 'nan_mode': 'Forbidden', 'early_stopping_rounds': 200}",16.681304352008738
-0.023072749685249697,"{'bagging_temperature': 3.801715350052949, 'depth': 4.0, 'eval_metric': 'Accuracy', 'iterations': 800.0, 'l2_leaf_reg': 1.502882147832804, 'learning_rate': 0.03227657154082799, 'loss_function': 'Logloss', 'random_strength': 2.0229625143848864, 'rsm': 0.45, 'use_best_model': True, 'nan_mode': 'Forbidden', 'early_stopping_rounds': 200}",29.99930675502401
-0.016294260970356876,"{'bagging_temperature': 5.24880764912494, 'depth': 7.0, 'eval_metric': 'Accuracy', 'iterations': 2000.0, 'l2_leaf_reg': 1.4317313144859207, 'learning_rate': 0.027616490731500454, 'loss_function': 'Logloss', 'random_strength': 2.6231577267996453, 'rsm': 0.4, 'use_best_model': True, 'nan_mode': 'Forbidden', 'early_stopping_rounds': 200}",62.692024784046225
-0.018981145645254757,"{'bagging_temperature': 0.1272232340654007, 'depth': 7.0, 'eval_metric': 'Logloss', 'iterations': 1100.0, 'l2_leaf_reg': 78.8220060186799, 'learning_rate': 0.014995593028313567, 'loss_function': 'Logloss', 'random_strength': 3.547841126482917, 'rsm': 0.8, 'use_best_model': True, 'nan_mode': 'Forbidden', 'early_stopping_rounds': 200}",49.134941083029844
-0.009896232339096268,"{'bagging_temperature': 9.227890629264532, 'depth': 3.0, 'eval_metric': 'Accuracy', 'iterations': 1950.0, 'l2_leaf_reg': 2.628148065853947, 'learning_rate': 0.2845337812386078, 'loss_function': 'Logloss', 'random_strength': 4.169702640243637, 'rsm': 0.45, 'use_best_model': True, 'nan_mode': 'Forbidden', 'early_stopping_rounds': 200}",23.56620998994913
